,Player,All_NBA,All.Star,Draft_Yr,Pk,Team,College,Yrs,Games,Minutes.Played,PTS,TRB,AST,FG_Percentage,TP_Percentage,FT_Percentage,Minutes.per.Game,Points.per.Game,TRB.per.game,Assits.per.Game,Win.Share,WS_per_game,BPM,VORP,Executive,Tenure,Exec_ID,Exec_draft_exp,attend_college,first_year,second_year,third_year,fourth_year,fifth_year
2153,DeJuan Wheat,0,0,1997,51,LAL,University of Louisville,2,80,740,265,56,127,0.383,0.39,0.7,9.3,3.3,0.7,1.6,0.5,0.034,-4.4,-0.4,Jerry West,6619 days 00:00:00.000000000,79,16,1,0,0,0,0,0
2154,Paul Rogers,0,0,1997,53,LAL,Gonzaga University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,79,16,1,0,0,0,0,0
2155,Sam Jacobson,0,0,1998,26,LAL,University of Minnesota,3,68,752,283,80,36,0.511,0.36,0.739,11.1,4.2,1.2,0.5,1.1,0.071,-3.5,-0.3,Jerry West,6619 days 00:00:00.000000000,79,17,1,0,0,0,0,0
2156,Ruben Patterson,0,0,1998,31,LAL,University of Cincinnati,10,649,15955,6953,2697,1150,0.517,0.179,0.641,24.6,10.7,4.2,1.8,35.1,0.106,0.9,11.8,Jerry West,6619 days 00:00:00.000000000,79,17,1,0,0,0,0,0
2157,Toby Bailey,0,0,1998,45,LAL,"University of California, Los Angeles",2,73,698,241,126,43,0.407,0.2,0.692,9.6,3.3,1.7,0.6,1,0.072,-4,-0.3,Jerry West,6619 days 00:00:00.000000000,79,17,1,0,0,0,0,0
2158,Devean George,0,0,1999,23,LAL,Augsburg College,11,630,11682,3536,1975,543,0.392,0.343,0.721,18.5,5.6,3.1,0.9,18.2,0.075,-1.2,2.5,Jerry West,6619 days 00:00:00.000000000,79,18,1,0,0,0,0,0
2159,John Celestand,0,0,1999,30,LAL,Villanova University,1,16,185,37,11,20,0.333,0.222,0.833,11.6,2.3,0.7,1.3,-0.1,-0.038,-7.4,-0.3,Jerry West,6619 days 00:00:00.000000000,79,18,1,0,0,0,0,0
2160,Mark Madsen,0,0,2000,29,LAL,Stanford University,9,453,5335,975,1157,181,0.457,0.063,0.527,11.8,2.2,2.6,0.4,8.2,0.074,-2.2,-0.2,Jerry West,6619 days 00:00:00.000000000,79,19,1,0,0,0,0,0
2161,Drew Gooden,0,0,2002,4,MEM,University of Kansas,14,790,20127,8653,5618,896,0.462,0.257,0.76,25.5,11,7.1,1.1,43.9,0.105,-1.5,2.3,Jerry West,1875 days 00:00:00.000000000,79,20,1,0,0,0,0,0
2162,Robert Archibald,0,0,2002,31,MEM,University of Illinois at Urbana-Champaign,2,44,328,51,69,16,0.283,0,0.429,7.5,1.2,1.6,0.4,0,-0.004,-5,-0.2,Jerry West,1875 days 00:00:00.000000000,79,20,1,0,0,0,0,0
2163,Matt Barnes,0,0,2002,45,MEM,"University of California, Los Angeles",13,855,20190,7062,3897,1496,0.44,0.335,0.742,23.6,8.3,4.6,1.7,40.8,0.097,1.1,16.1,Jerry West,1875 days 00:00:00.000000000,79,20,1,0,0,0,0,0
2164,Marcus Banks,0,0,2003,13,MEM,"University of Nevada, Las Vegas",8,348,5571,2061,519,728,0.432,0.327,0.768,16,5.9,1.5,2.1,6.6,0.057,-2.4,-0.6,Jerry West,1875 days 00:00:00.000000000,79,21,1,0,0,0,0,0
2165,Kendrick Perkins,0,0,2003,27,MEM,0,13,781,17147,4211,4531,811,0.53,0,0.594,22,5.4,5.8,1,27.9,0.078,-0.4,7,Jerry West,1875 days 00:00:00.000000000,79,21,0,0,0,0,0,0
2166,Sergei Lishouk,0,0,2004,49,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,1875 days 00:00:00.000000000,79,22,0,0,0,0,0,0
2167,Hakim Warrick,0,0,2005,19,MEM,Syracuse University,8,526,10624,4947,2117,400,0.49,0.191,0.726,20.2,9.4,4,0.8,20.4,0.092,-3.1,-2.9,Jerry West,1875 days 00:00:00.000000000,79,23,1,0,0,0,0,0
2168,Kyle Lowry,1,2,2006,24,MEM,Villanova University,10,653,19814,8818,2622,3706,0.419,0.356,0.796,30.3,13.5,4,5.7,59.8,0.145,3.3,26.6,Jerry West,1875 days 00:00:00.000000000,79,24,1,0,0,0,0,0
2169,Luc Longley,0,0,1991,7,MIN,University of New Mexico,10,567,12006,4090,2794,836,0.462,0,0.76,21.2,7.2,4.9,1.5,17.5,0.07,-1.5,1.5,Jim Brewer,545 days 00:00:00.000000000,80,1,1,0,0,0,0,0
2170,Myron Brown,0,0,1991,34,MIN,Slippery Rock University of Pennsylvania,1,4,23,9,3,6,0.667,0.333,0,5.8,2.3,0.8,1.5,0,0.032,-5,0,Jim Brewer,545 days 00:00:00.000000000,80,1,1,0,0,0,0,0
2171,Clarence Weatherspoon,0,0,1992,9,PHI,University of Southern Mississippi,13,915,27736,10483,6846,1346,0.471,0.196,0.743,30.3,11.5,7.5,1.5,58.4,0.101,-0.1,13.4,Jim Lynam,707 days 00:00:00.000000000,81,1,1,0,0,0,0,0
2172,Shawn Bradley,0,0,1993,2,PHI,Brigham Young University,12,832,19531,6752,5268,573,0.457,0.103,0.716,23.5,8.1,6.3,0.7,40.7,0.1,0.5,12.3,Jim Lynam,707 days 00:00:00.000000000,81,2,1,0,0,0,0,0
2173,Alphonso Ford,0,0,1993,32,PHI,Mississippi Valley State University,2,11,114,35,20,10,0.308,0.1,0.5,10.4,3.2,1.8,0.9,-0.4,-0.153,-9.9,-0.2,Jim Lynam,707 days 00:00:00.000000000,81,2,1,0,0,0,0,0
2174,Andre Miller,0,0,1999,8,CLE,University of Utah,17,1304,40268,16278,4795,8524,0.461,0.217,0.807,30.9,12.5,3.7,6.5,100.8,0.12,1.1,31.7,Jim Paxson,2151 days 00:00:00.000000000,82,1,1,0,0,0,0,0
2175,Trajan Langdon,0,0,1999,11,CLE,Duke University,3,119,1738,647,159,152,0.416,0.396,0.91,14.6,5.4,1.3,1.3,2.9,0.079,-1.9,0.1,Jim Paxson,2151 days 00:00:00.000000000,82,1,1,0,0,0,0,0
2176,A.J. Bramlett,0,0,1999,39,CLE,University of Arizona,1,8,61,8,22,0,0.19,0,0,7.6,1,2.8,0,-0.2,-0.129,-16.8,-0.2,Jim Paxson,2151 days 00:00:00.000000000,82,1,1,0,0,0,0,0
2177,Jamal Crawford,0,0,2000,8,CLE,University of Michigan,16,1100,33967,17076,2635,3910,0.41,0.349,0.861,30.9,15.5,2.4,3.6,57.3,0.081,-0.7,11.5,Jim Paxson,2151 days 00:00:00.000000000,82,2,1,0,0,0,0,0
2178,DeSagana Diop,0,0,2001,8,CLE,0,12,601,8403,1185,2219,270,0.427,0.167,0.467,14,2,3.7,0.4,12.8,0.073,0,4.3,Jim Paxson,2151 days 00:00:00.000000000,82,3,0,0,0,0,0,0
2179,Brendan Haywood,0,0,2001,20,CLE,University of North Carolina,13,816,18680,5538,4875,442,0.528,0,0.587,22.9,6.8,6,0.5,43.8,0.113,-0.2,8.4,Jim Paxson,2151 days 00:00:00.000000000,82,3,1,0,0,0,0,0
2180,Jeff Trepagnier,0,0,2001,35,CLE,University of Southern California,3,31,270,88,43,22,0.337,0.462,0.7,8.7,2.8,1.4,0.7,-0.2,-0.038,-4.8,-0.2,Jim Paxson,2151 days 00:00:00.000000000,82,3,1,0,0,0,0,0
2181,Carlos Boozer,1,2,2002,34,CLE,Duke University,13,861,26901,13976,8192,1928,0.521,0.071,0.722,31.2,16.2,9.5,2.2,80.3,0.143,1.2,22.1,Jim Paxson,2151 days 00:00:00.000000000,82,4,1,0,0,0,0,0
2182,Dajuan Wagner,0,0,2002,6,CLE,University of Memphis,4,103,2202,964,142,195,0.366,0.321,0.77,21.4,9.4,1.4,1.9,0,0,-5.6,-2,Jim Paxson,2151 days 00:00:00.000000000,82,4,1,0,0,0,0,0
2183,LeBron James,12,12,2003,1,CLE,0,13,987,38478,26833,7067,6815,0.498,0.34,0.744,39,27.2,7.2,6.9,192.5,0.24,9.2,108.6,Jim Paxson,2151 days 00:00:00.000000000,82,5,0,0,0,0,0,0
2184,Jason Kapono,0,0,2003,31,CLE,"University of California, Los Angeles",9,509,9068,3398,844,417,0.442,0.434,0.835,17.8,6.7,1.7,0.8,10.3,0.055,-3,-2.3,Jim Paxson,2151 days 00:00:00.000000000,82,5,1,0,0,0,0,0
2185,Luke Jackson,0,0,2004,10,CLE,University of Oregon,4,73,724,252,89,58,0.357,0.36,0.732,9.9,3.5,1.2,0.8,0.2,0.01,-4.4,-0.4,Jim Paxson,2151 days 00:00:00.000000000,82,6,1,0,0,0,0,0
2186,Richard Washington,0,0,1976,3,SAC,"University of California, Los Angeles",6,351,7874,3456,2204,409,0.453,0.25,0.711,22.4,9.8,6.3,1.2,10.8,0.066,-2.3,-0.6,Joe Axelson,3738 days 00:00:00.000000000,83,1,1,0,0,0,0,0
2187,Clarence Ramsey,0,0,1976,54,SAC,University of Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,1,1,0,0,0,0,0
2188,Willie Hodge,0,0,1976,71,SAC,Duke University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,1,1,0,0,0,0,0
2189,Andre McCarter,0,0,1976,89,SAC,"University of California, Los Angeles",3,103,1182,392,95,172,0.431,0.25,0.725,11.5,3.8,0.9,1.7,1.1,0.046,-4.5,-0.7,Joe Axelson,3738 days 00:00:00.000000000,83,1,1,0,0,0,0,0
2190,Craig Prosser,0,0,1976,107,SAC,Canisius College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,1,1,0,0,0,0,0
2191,Mike Davis,0,0,1976,125,SAC,Bradley University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,1,1,0,0,0,0,0
2192,Dave Logan,0,0,1976,143,SAC,University of Colorado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,1,1,0,0,0,0,0
2193,Harry Bailey,0,0,1976,160,SAC,University of North Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,1,1,0,0,0,0,0
2194,Otis Birdsong,1,4,1977,2,SAC,University of Houston,12,696,21627,12544,2072,2260,0.506,0.274,0.655,31.1,18,3,3.2,48.2,0.107,0.3,12.4,Joe Axelson,3738 days 00:00:00.000000000,83,2,1,0,0,0,0,0
2195,Eddie Owens,0,0,1977,31,SAC,"University of Nevada, Las Vegas",1,8,63,21,10,5,0.429,0,0.5,7.9,2.6,1.3,0.6,0,0.027,-4.9,0,Joe Axelson,3738 days 00:00:00.000000000,83,2,1,0,0,0,0,0
2196,Bill Paterno,0,0,1977,45,SAC,University of Notre Dame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,2,1,0,0,0,0,0
2197,John Kuester,0,0,1977,53,SAC,University of North Carolina,3,135,1527,451,141,305,0.427,0,0.833,11.3,3.3,1,2.3,2,0.064,-3.5,-0.6,Joe Axelson,3738 days 00:00:00.000000000,83,2,1,0,0,0,0,0
2198,Larry Williams,0,0,1977,75,SAC,Texas Southern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,2,1,0,0,0,0,0
2199,Bob Chapman,0,0,1977,97,SAC,Michigan State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,2,1,0,0,0,0,0
2200,Bob Cooper,0,0,1977,119,SAC,Providence College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,2,1,0,0,0,0,0
2201,Bruce Jenner,0,0,1977,139,SAC,Graceland University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,2,1,0,0,0,0,0
2202,Phil Ford,0,0,1978,2,SAC,University of North Carolina,7,482,13503,5594,854,3083,0.467,0.21,0.82,28,11.6,1.8,6.4,23.3,0.083,-2.1,-0.4,Joe Axelson,3738 days 00:00:00.000000000,83,3,1,0,0,0,0,0
2203,Jeff Cook,0,0,1978,49,SAC,Idaho State University,8,518,9697,2734,2334,707,0.462,0.056,0.716,18.7,5.3,4.5,1.4,17.7,0.088,-0.3,4.2,Joe Axelson,3738 days 00:00:00.000000000,83,3,1,0,0,0,0,0
2204,Mike Russell,0,0,1978,52,SAC,Texas Tech University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,3,1,0,0,0,0,0
2205,Jeffrey Crompton,0,0,1978,70,SAC,University of North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,3,1,0,0,0,0,0
2206,Derick Clairborne,0,0,1978,93,SAC,University of Massachusetts Amherst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,3,1,0,0,0,0,0
2207,Jim Krivacs,0,0,1978,114,SAC,University of Texas at Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,3,1,0,0,0,0,0
2208,Charles McMilliam,0,0,1978,136,SAC,University of North Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,3,1,0,0,0,0,0
2209,Ron Hammye,0,0,1978,155,SAC,Bowling Green State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,3,1,0,0,0,0,0
2210,Reggie King,0,0,1979,18,SAC,University of Alabama,6,438,11345,3898,2707,691,0.514,0,0.699,25.9,8.9,6.2,1.6,24.8,0.105,0.5,7,Joe Axelson,3738 days 00:00:00.000000000,83,4,1,0,0,0,0,0
2211,Terry Crosby,0,0,1979,62,SAC,University of Tennessee,1,4,28,6,1,7,0.5,0,1,7,1.5,0.3,1.8,0,-0.051,-13.3,-0.1,Joe Axelson,3738 days 00:00:00.000000000,83,4,1,0,0,0,0,0
2212,John McCullough,0,0,1979,85,SAC,University of Oklahoma,1,8,23,21,4,3,0.692,0,0.6,2.9,2.6,0.5,0.4,0.1,0.239,6.8,0.1,Joe Axelson,3738 days 00:00:00.000000000,83,4,1,0,0,0,0,0
2213,Curtis Watkins,0,0,1979,105,SAC,DePaul University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,4,1,0,0,0,0,0
2214,Bob Roma,0,0,1979,126,SAC,Princeton University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,4,1,0,0,0,0,0
2215,Nick Daniels,0,0,1979,145,SAC,Xavier University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,4,1,0,0,0,0,0
2216,Tony Vann,0,0,1979,164,SAC,University of Alabama at Huntsville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,4,1,0,0,0,0,0
2217,Gary Wilson,0,0,1979,181,SAC,Southern Illinois University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,4,1,0,0,0,0,0
2218,Russell Saunders,0,0,1979,200,SAC,University of New Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,83,4,1,0,0,0,0,0
2219,LaSalle Thompson,0,0,1982,5,SAC,University of Texas at Austin,15,985,21238,7806,6689,1139,0.492,0.154,0.737,21.6,7.9,6.8,1.2,35,0.079,-0.5,8.3,Joe Axelson,2138 days 00:00:00.000000000,83,5,1,0,0,0,0,0
2220,Brook Steppe,0,0,1982,17,SAC,Georgia Institute of Technology,5,238,2858,1297,345,280,0.469,0.31,0.82,12,5.4,1.4,1.2,4.6,0.078,-2.9,-0.6,Joe Axelson,2138 days 00:00:00.000000000,83,5,1,0,0,0,0,0
2221,Jim Johnstone,0,0,1982,51,SAC,Wake Forest University,1,23,191,31,46,11,0.367,0,0.45,8.3,1.3,2,0.5,-0.1,-0.02,-5.7,-0.2,Joe Axelson,2138 days 00:00:00.000000000,83,5,1,0,0,0,0,0
2222,Mike Sanders,0,0,1982,74,SAC,"University of California, Los Angeles",11,648,12391,5162,1927,880,0.482,0.221,0.769,19.1,8,3,1.4,17.9,0.069,-1.9,0.3,Joe Axelson,2138 days 00:00:00.000000000,83,5,1,0,0,0,0,0
2223,Ken Simpson,0,0,1982,97,SAC,Grambling State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,5,1,0,0,0,0,0
2224,Poncho Wright,0,0,1982,120,SAC,University of Louisville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,5,1,0,0,0,0,0
2225,Perry Range,0,0,1982,143,SAC,University of Illinois at Urbana-Champaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,5,1,0,0,0,0,0
2226,Ed Nealy,0,0,1982,166,SAC,Kansas State University,10,540,6792,1451,1799,392,0.498,0.292,0.684,12.6,2.7,3.3,0.7,15.2,0.107,-0.3,3,Joe Axelson,2138 days 00:00:00.000000000,83,5,1,0,0,0,0,0
2227,Jack Moore,0,0,1982,189,SAC,University of Nebraska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,5,1,0,0,0,0,0
2228,Robert Estes,0,0,1982,210,SAC,Iowa State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,5,1,0,0,0,0,0
2229,Mike Jackson,0,0,1983,84,SAC,University of Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,6,1,0,0,0,0,0
2230,Ennis Whatley,0,0,1983,13,SAC,University of Alabama,10,385,7108,2150,679,1754,0.468,0.097,0.755,18.5,5.6,1.8,4.6,9.6,0.065,-2.5,-0.8,Joe Axelson,2138 days 00:00:00.000000000,83,6,1,0,0,0,0,0
2231,Chris McNealy,0,0,1983,38,SAC,San Jose State University,3,108,1864,466,494,110,0.456,0,0.658,17.3,4.3,4.6,1,2.6,0.066,-0.7,0.6,Joe Axelson,2138 days 00:00:00.000000000,83,6,1,0,0,0,0,0
2232,Steve Harriel,0,0,1983,60,SAC,Washington State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,6,1,0,0,0,0,0
2233,Lorenza Andrews,0,0,1983,106,SAC,Oklahoma State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,6,1,0,0,0,0,0
2234,Alvis Rogers,0,0,1983,130,SAC,Wake Forest University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,6,1,0,0,0,0,0
2235,Dane Suttle,0,0,1983,152,SAC,Pepperdine University,2,46,493,272,49,48,0.507,0,0.857,10.7,5.9,1.1,1,1,0.093,-2.2,0,Joe Axelson,2138 days 00:00:00.000000000,83,6,1,0,0,0,0,0
2236,Preston Neumayr,0,0,1983,176,SAC,"University of California, Davis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,6,1,0,0,0,0,0
2237,Bernard Hill,0,0,1983,197,SAC,Oklahoma Panhandle State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,6,1,0,0,0,0,0
2238,Aaron Haskins,0,0,1983,219,SAC,Washington State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,6,1,0,0,0,0,0
2239,Otis Thorpe,0,0,1984,9,SAC,Providence College,17,1257,39822,17600,10370,2730,0.546,0.047,0.687,31.7,14,8.2,2.2,106.4,0.128,1.2,32.2,Joe Axelson,2138 days 00:00:00.000000000,83,7,1,0,0,0,0,0
2240,Roosevelt Chapman,0,0,1984,54,SAC,University of Dayton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,7,1,0,0,0,0,0
2241,Jeff Allen,0,0,1984,56,SAC,St. John's University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,7,1,0,0,0,0,0
2242,Carl Henry,0,0,1984,80,SAC,University of Kansas,1,28,149,78,19,4,0.463,0.4,0.706,5.3,2.8,0.7,0.1,0.2,0.049,-5.8,-0.1,Joe Axelson,2138 days 00:00:00.000000000,83,7,1,0,0,0,0,0
2243,Jim Foster,0,0,1984,102,SAC,University of South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,7,1,0,0,0,0,0
2244,Bruce Vanley,0,0,1984,126,SAC,University of Tulsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,7,1,0,0,0,0,0
2245,Chip Harris,0,0,1984,148,SAC,Robert Morris University (PA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,7,1,0,0,0,0,0
2246,Nate Rollins,0,0,1984,172,SAC,Fort Hays State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,7,1,0,0,0,0,0
2247,Greg Turner,0,0,1984,193,SAC,Auburn University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,7,1,0,0,0,0,0
2248,Victor Coleman,0,0,1984,216,SAC,Northwest Missouri State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,7,1,0,0,0,0,0
2249,Charles Bradley,0,0,1985,51,SAC,University of South Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,8,1,0,0,0,0,0
2250,Joe Kleine,0,0,1985,6,SAC,University of Arkansas,15,965,14712,4666,3991,622,0.453,0.271,0.794,15.2,4.8,4.1,0.6,19.1,0.062,-3.6,-5.9,Joe Axelson,2138 days 00:00:00.000000000,83,8,1,0,0,0,0,0
2251,Michael Adams,0,0,1985,66,SAC,Boston College,11,653,20446,9621,1900,4209,0.415,0.332,0.849,31.3,14.7,2.9,6.4,46.9,0.11,1.5,18,Joe Axelson,2138 days 00:00:00.000000000,83,8,1,0,0,0,0,0
2252,Willie Simmons,0,0,1985,76,SAC,Louisiana Tech University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,8,1,0,0,0,0,0
2253,Bob Lojewski,0,0,1985,98,SAC,Saint Joseph's University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,8,1,0,0,0,0,0
2254,Charles Balentine,0,0,1985,120,SAC,University of Arkansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,8,1,0,0,0,0,0
2255,Alton Lee Gipson,0,0,1985,145,SAC,Florida State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,8,1,0,0,0,0,0
2256,Harold Pressley,0,0,1986,17,SAC,Villanova University,4,299,6802,2702,1339,628,0.437,0.358,0.778,22.7,9,4.5,2.1,10,0.07,0.7,4.6,Joe Axelson,2138 days 00:00:00.000000000,83,9,1,0,0,0,0,0
2257,Johnny Rogers,0,0,1986,34,SAC,"University of California, Irvine",2,69,636,251,104,29,0.472,0,0.679,9.2,3.6,1.5,0.4,0.4,0.032,-5.2,-0.5,Joe Axelson,2138 days 00:00:00.000000000,83,9,1,0,0,0,0,0
2258,Bruce Douglas,0,0,1986,57,SAC,University of Illinois at Urbana-Champaign,1,8,98,14,14,17,0.292,0,0,12.3,1.8,1.8,2.1,-0.2,-0.082,-4.3,-0.1,Joe Axelson,2138 days 00:00:00.000000000,83,9,1,0,0,0,0,0
2259,Alvin Franklin,0,0,1986,80,SAC,University of Houston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,9,1,0,0,0,0,0
2260,Bob Beecher,0,0,1986,91,SAC,Virginia Polytechnic Institute and State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,9,1,0,0,0,0,0
2261,Keith Morrison,0,0,1986,103,SAC,Washington State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,9,1,0,0,0,0,0
2262,John Flowers,0,0,1986,126,SAC,"University of Nevada, Las Vegas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,9,1,0,0,0,0,0
2263,Ron Rankin,0,0,1986,149,SAC,Southeast Missouri State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,9,1,0,0,0,0,0
2264,Kenny Smith,0,0,1987,6,SAC,University of North Carolina,10,737,22213,9397,1454,4073,0.48,0.399,0.829,30.1,12.8,2,5.5,46.8,0.101,-1.2,4.3,Joe Axelson,2138 days 00:00:00.000000000,83,10,1,0,0,0,0,0
2265,Sven Myer,0,0,1987,51,SAC,University of Oregon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,10,1,0,0,0,0,0
2266,Joe Arlauckas,0,0,1987,74,SAC,Niagara University,1,9,85,34,13,8,0.326,0,0.75,9.4,3.8,1.4,0.9,-0.1,-0.045,-6.5,-0.1,Joe Axelson,2138 days 00:00:00.000000000,83,10,1,0,0,0,0,0
2267,Vernon Carr,0,0,1987,97,SAC,Michigan State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,10,1,0,0,0,0,0
2268,Darryl Thomas,0,0,1987,120,SAC,Indiana University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,10,1,0,0,0,0,0
2269,Scott Adubato,0,0,1987,143,SAC,Upsala College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,83,10,1,0,0,0,0,0
2270,Mateen Cleaves,0,0,2000,14,DET,Michigan State University,6,167,1863,609,175,310,0.389,0.267,0.728,11.2,3.6,1,1.9,-0.8,-0.021,-6.3,-2,Joe Dumars,5060 days 00:00:00.000000000,84,1,1,0,0,0,0,0
